"","DateTime","Site","variable","Mean","SD"
"1",2018-08-30 06:00:00,"Beaver","CH4",16.7779029160948,1.03590918845812
"2",2018-08-30 06:00:00,"Beaver","CO2",808.821455539157,62.8988179188257
"3",2018-08-30 06:00:00,"Beaver","CO2_mmolm3",26.663058582054,2.07347969743664
"4",2018-08-30 06:00:00,"Beaver","delCH4",-63.1986683867144,0.11636751778141
"5",2018-08-30 06:00:00,"Beaver","delCO2",-21.6679376490731,0.697226125041093
"6",2018-08-30 08:00:00,"Beaver","CH4",15.1285028351817,0.412678737408846
"7",2018-08-30 08:00:00,"Beaver","CO2",753.196425150689,12.8177338079091
"8",2018-08-30 08:00:00,"Beaver","CO2_mmolm3",24.8535480969333,0.422952304406945
"9",2018-08-30 08:00:00,"Beaver","delCH4",-63.3063906518011,0.225949273928555
"10",2018-08-30 08:00:00,"Beaver","delCO2",-22.1322195674506,0.218594452440539
"11",2018-08-30 10:00:00,"Beaver","CH4",13.1181256953907,0.424768754190645
"12",2018-08-30 10:00:00,"Beaver","CO2",572.424819146763,7.20736579990776
"13",2018-08-30 10:00:00,"Beaver","CO2_mmolm3",18.9851884941398,0.23904134426146
"14",2018-08-30 10:00:00,"Beaver","delCH4",-63.1468574775133,0.264361885825719
"15",2018-08-30 10:00:00,"Beaver","delCO2",-22.2609625297406,0.449365487814781
"16",2018-08-30 12:00:00,"Beaver","CH4",12.2115631580555,0.576557536851099
"17",2018-08-30 12:00:00,"Beaver","CO2",506.536794317361,12.5219010326612
"18",2018-08-30 12:00:00,"Beaver","CO2_mmolm3",16.9865695902395,0.419918445569277
"19",2018-08-30 12:00:00,"Beaver","delCH4",-63.2039770327778,0.178294772297228
"20",2018-08-30 12:00:00,"Beaver","delCO2",-22.3581474216458,0.278408286044359
"21",2018-08-30 14:00:00,"Beaver","CH4",11.380377835474,0.162700646903625
"22",2018-08-30 14:00:00,"Beaver","CO2",471.551165757249,15.7248449020578
"23",2018-08-30 14:00:00,"Beaver","CO2_mmolm3",16.0130913381938,0.533989513717393
"24",2018-08-30 14:00:00,"Beaver","delCH4",-62.7841040064849,0.27499550211595
"25",2018-08-30 14:00:00,"Beaver","delCO2",-20.8500523208608,0.105815256975908
"26",2018-08-30 16:00:00,"Beaver","CH4",11.2956204061945,0.179010916096571
"27",2018-08-30 16:00:00,"Beaver","CO2",413.029068278611,8.48461238874191
"28",2018-08-30 16:00:00,"Beaver","CO2_mmolm3",14.1314350085186,0.290293729309866
"29",2018-08-30 16:00:00,"Beaver","delCH4",-62.5302482172917,0.124098616405624
"30",2018-08-30 16:00:00,"Beaver","delCO2",-20.700844910993,0.0775146212819509
"31",2018-08-30 18:00:00,"Beaver","CH4",10.6505474175694,0.205453302115103
"32",2018-08-30 18:00:00,"Beaver","CO2",393.262245738056,9.58568102940438
"33",2018-08-30 18:00:00,"Beaver","CO2_mmolm3",13.3381493856124,0.325114467301772
"34",2018-08-30 18:00:00,"Beaver","delCH4",-62.4792906247639,0.295567738224085
"35",2018-08-30 18:00:00,"Beaver","delCO2",-22.2302198787778,0.501151986844141
"36",2018-08-30 20:00:00,"Beaver","CH4",14.1839493260109,0.24845728072692
"37",2018-08-30 20:00:00,"Beaver","CO2",514.362115154151,2.19834029595948
"38",2018-08-30 20:00:00,"Beaver","CO2_mmolm3",17.1961514372779,0.0734949008222757
"39",2018-08-30 20:00:00,"Beaver","delCH4",-62.4997036251075,0.302666881503818
"40",2018-08-30 20:00:00,"Beaver","delCO2",-22.6054544302986,0.29060349203191
"41",2018-08-30 22:00:00,"Beaver","CH4",18.0215291205833,0.729274365809493
"42",2018-08-30 22:00:00,"Beaver","CO2",672.976089046366,12.5332129465232
"43",2018-08-30 22:00:00,"Beaver","CO2_mmolm3",22.3972114679644,0.417115890601825
"44",2018-08-30 22:00:00,"Beaver","delCH4",-62.6926730543194,0.0562632194576036
"45",2018-08-30 22:00:00,"Beaver","delCO2",-22.3611314797176,0.105789722268594
"46",2018-08-31 00:00:00,"Beaver","CH4",20.2733314680332,0.516455972315287
"47",2018-08-31 00:00:00,"Beaver","CO2",761.398384534704,22.7762987385967
"48",2018-08-31 00:00:00,"Beaver","CO2_mmolm3",25.2477216498393,0.755254624183493
"49",2018-08-31 00:00:00,"Beaver","delCH4",-63.1874469928509,0.14910148504639
"50",2018-08-31 00:00:00,"Beaver","delCO2",-21.8664446791884,0.0806135319813682
"51",2018-08-31 02:00:00,"Beaver","CH4",17.7347725230078,0.456125337263744
"52",2018-08-31 02:00:00,"Beaver","CO2",753.962158957817,15.7128417202969
"53",2018-08-31 02:00:00,"Beaver","CO2_mmolm3",24.9573437765743,0.520119992576828
"54",2018-08-31 02:00:00,"Beaver","delCH4",-63.094031862425,0.21170538655417
"55",2018-08-31 02:00:00,"Beaver","delCO2",-21.88758241549,0.156049791301539
